comparison	region_chr	region_start	region_end	max_xpclr	n_merged_windows	gene_chr	gene_start	gene_end	strand	Gene	Description
breeding_improved_vs_landrace	1	55160001	55225000	165.5969482	2	1	55180367	55186790	+	Sobic.001G267800	Thaumatin family
breeding_improved_vs_landrace	1	56070001	56195000	274.1089663	5	1	56187847	56195471	+	Sobic.001G270400	Alpha/beta hydrolase family
breeding_improved_vs_landrace	1	56300001	56325000	206.4831685	1	1	56323025	56333173	+	Sobic.001G270800	Ras of Complex, Roc, domain of DAPkinase
breeding_improved_vs_landrace	1	56435001	56500000	177.2318716	2	1	56430294	56435921	-	Sobic.001G271200	ADP binding
breeding_improved_vs_landrace	1	56435001	56500000	177.2318716	2	1	56434413	56440142	-	Sobic.001G271300	ADP binding
breeding_improved_vs_landrace	1	56435001	56500000	177.2318716	2	1	56449199	56455153	+	Sobic.001G271500	ADP binding
breeding_improved_vs_landrace	1	56605001	56665000	253.371448	2	1	56636127	56640519	-	Sobic.001G271900	
breeding_improved_vs_landrace	1	56605001	56665000	253.371448	2	1	56637446	56641832	-	Sobic.001G272000	
breeding_improved_vs_landrace	1	56605001	56665000	253.371448	2	1	56647087	56653987	+	Sobic.001G272050	
breeding_improved_vs_landrace	1	57365001	57555000	507.98833	12	1	57436999	57442434	-	Sobic.001G275100	Aldo/keto reductase family
breeding_improved_vs_landrace	1	57365001	57555000	507.98833	12	1	57447190	57453620	-	Sobic.001G275200	Aldo/keto reductase family
breeding_improved_vs_landrace	1	57365001	57555000	507.98833	12	1	57493324	57508510	-	Sobic.001G275300	Belongs to the helicase family. RecQ subfamily
breeding_improved_vs_landrace	1	57365001	57555000	507.98833	12	1	57506780	57512143	-	Sobic.001G275400	GDSL-like Lipase/Acylhydrolase
breeding_improved_vs_landrace	1	57365001	57555000	507.98833	12	1	57553802	57561020	+	Sobic.001G275500	POT family
breeding_improved_vs_landrace	1	57850001	57875000	170.558594	1	1	57865251	57876722	+	Sobic.001G276100	POT family
breeding_improved_vs_landrace	1	59895001	59935000	226.3732496	2	1	59905859	59915945	+	Sobic.001G284600	Catalyzes xyloglucan endohydrolysis (XEH) and or endotransglycosylation (XET). Cleaves and religates xyloglucan polymers, an essential constituent of the primary cell wall, and thereby participates in cell wall construction of growing tissues
breeding_improved_vs_landrace	1	59895001	59935000	226.3732496	2	1	59916253	59922920	+	Sobic.001G284800	Histone H3
breeding_improved_vs_landrace	1	59895001	59935000	226.3732496	2	1	59919507	59926372	+	Sobic.001G284900	chalcone-flavanone isomerase family protein
breeding_improved_vs_landrace	1	59895001	59935000	226.3732496	2	1	59928793	59936455	+	Sobic.001G285000	leucine-rich repeat extensin-like protein
breeding_improved_vs_landrace	1	59895001	59935000	226.3732496	2	1	59934013	59942147	-	Sobic.001G285100	WEB family
breeding_improved_vs_landrace	1	60290001	60320000	156.4308569	2	1	60299160	60310107	+	Sobic.001G286700	START domain
breeding_improved_vs_landrace	1	60410001	60465000	169.6310156	2	1	60404518	60425426	+	Sobic.001G287500	Domain of unknown function (DUF4339)
breeding_improved_vs_landrace	1	60410001	60465000	169.6310156	2	1	60423127	60430086	-	Sobic.001G287600	bHLH-MYC and R2R3-MYB transcription factors N-terminal
breeding_improved_vs_landrace	1	66495001	66520000	148.2546224	1	1	66495029	66506455	+	Sobic.001G335000	SPFH domain / Band 7 family
breeding_improved_vs_landrace	1	66495001	66520000	148.2546224	1	1	66504915	66511127	+	Sobic.001G335100	FBD
breeding_improved_vs_landrace	1	66495001	66520000	148.2546224	1	1	66511873	66519492	+	Sobic.001G335201	
breeding_improved_vs_landrace	1	66495001	66520000	148.2546224	1	1	66517203	66527402	+	Sobic.001G335300	Nucleolar complex protein 3 homolog
breeding_improved_vs_landrace	1	70255001	70280000	165.8257871	1	1	70244682	70255542	+	Sobic.001G373300	synthase
breeding_improved_vs_landrace	1	70255001	70280000	165.8257871	1	1	70252798	70261273	-	Sobic.001G373400	Belongs to the PTH family
breeding_improved_vs_landrace	1	70255001	70280000	165.8257871	1	1	70265533	70272548	+	Sobic.001G373500	Belongs to the NPH3 family
breeding_improved_vs_landrace	1	70490001	70515000	168.3965588	1	1	70490174	70506197	+	Sobic.001G375100	ATPase family associated with various cellular activities (AAA)
breeding_improved_vs_landrace	1	70490001	70515000	168.3965588	1	1	70502333	70507935	-	Sobic.001G375200	LURP-one-related
breeding_improved_vs_landrace	1	70490001	70515000	168.3965588	1	1	70509947	70521258	+	Sobic.001G375300	Ulp1 protease family, C-terminal catalytic domain
breeding_improved_vs_landrace	1	70735001	70760000	141.5099354	1	1	70725722	70737272	-	Sobic.001G377900	protein dimerization activity
breeding_improved_vs_landrace	1	70735001	70760000	141.5099354	1	1	70734254	70739260	+	Sobic.001G378001	
breeding_improved_vs_landrace	1	70735001	70760000	141.5099354	1	1	70737070	70754737	-	Sobic.001G378100	TGS domain
breeding_improved_vs_landrace	1	70735001	70760000	141.5099354	1	1	70756689	70765579	-	Sobic.001G378200	cellular component assembly
breeding_improved_vs_landrace	1	71145001	71170000	170.9195496	1	1	71136061	71145542	-	Sobic.001G382200	Eukaryotic translation initiation factor 2
breeding_improved_vs_landrace	1	71145001	71170000	170.9195496	1	1	71146607	71155568	-	Sobic.001G382400	belongs to the protein kinase superfamily
breeding_improved_vs_landrace	1	71145001	71170000	170.9195496	1	1	71153810	71166781	-	Sobic.001G382500	AARP2CN (NUC121) domain
breeding_improved_vs_landrace	1	73945001	73985000	179.8730003	3	1	73944078	73953185	+	Sobic.001G416700	Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of acetylglutamate from glutamate and acetyl-CoA, and of ornithine by transacetylation between acetylornithine and glutamate
breeding_improved_vs_landrace	1	73945001	73985000	179.8730003	3	1	73953343	73958628	+	Sobic.001G416800	Histone H2A
breeding_improved_vs_landrace	1	73945001	73985000	179.8730003	3	1	73957102	73961932	+	Sobic.001G416900	Histone H2A
breeding_improved_vs_landrace	1	73945001	73985000	179.8730003	3	1	73962224	73967325	-	Sobic.001G417000	Histone H2B
breeding_improved_vs_landrace	1	73945001	73985000	179.8730003	3	1	73969154	73974263	+	Sobic.001G417200	Belongs to the ATPase B chain family
breeding_improved_vs_landrace	1	73945001	73985000	179.8730003	3	1	73970299	73976491	-	Sobic.001G417250	Pre-rRNA-processing protein TSR2
breeding_improved_vs_landrace	1	73945001	73985000	179.8730003	3	1	73972088	73985048	+	Sobic.001G417302	
breeding_improved_vs_landrace	1	73945001	73985000	179.8730003	3	1	73981733	73986823	+	Sobic.001G417352	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
breeding_improved_vs_landrace	1	73945001	73985000	179.8730003	3	1	73984267	73995310	+	Sobic.001G417400	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
breeding_improved_vs_landrace	1	75150001	75195000	157.570358	2	1	75145845	75154472	+	Sobic.001G430800	Rab guanyl-nucleotide exchange factor activity
breeding_improved_vs_landrace	1	75150001	75195000	157.570358	2	1	75152477	75158792	-	Sobic.001G430900	Ribosomal_L40e
breeding_improved_vs_landrace	1	75150001	75195000	157.570358	2	1	75155994	75169491	-	Sobic.001G431000	Sel1-like repeats.
breeding_improved_vs_landrace	1	75150001	75195000	157.570358	2	1	75167221	75172164	-	Sobic.001G431100	Plastocyanin-like domain
breeding_improved_vs_landrace	1	75150001	75195000	157.570358	2	1	75173994	75180227	-	Sobic.001G431200	Domain of unknown function (DUF1929)
breeding_improved_vs_landrace	1	75150001	75195000	157.570358	2	1	75182868	75189507	+	Sobic.001G431350	40S ribosomal protein S3a
breeding_improved_vs_landrace	1	75150001	75195000	157.570358	2	1	75192401	75198997	-	Sobic.001G431500	alpha/beta hydrolase fold
breeding_improved_vs_landrace	1	75240001	75270000	147.3045417	2	1	75233267	75255933	+	Sobic.001G432200	GTPase-activator protein for Rho-like GTPases
breeding_improved_vs_landrace	1	75240001	75270000	147.3045417	2	1	75252177	75262362	+	Sobic.001G432300	Belongs to the HisA HisF family
breeding_improved_vs_landrace	1	75240001	75270000	147.3045417	2	1	75261700	75266690	-	Sobic.001G432400	-
breeding_improved_vs_landrace	1	75240001	75270000	147.3045417	2	1	75264078	75269585	+	Sobic.001G432500	Domain of unknown function
breeding_improved_vs_landrace	1	75240001	75270000	147.3045417	2	1	75268556	75273610	+	Sobic.001G432600	Domain of unknown function
breeding_improved_vs_landrace	1	75650001	75675000	227.9859124	1	1	75644644	75656736	+	Sobic.001G436900	Involved in autophagy and cytoplasm to vacuole transport (Cvt) vesicle formation. Plays a key role in the organization of the preautophagosomal structure phagophore assembly site (PAS), the nucleating site for formation of the sequestering vesicle
breeding_improved_vs_landrace	1	75650001	75675000	227.9859124	1	1	75654480	75663001	-	Sobic.001G437000	ACT domain
breeding_improved_vs_landrace	1	75650001	75675000	227.9859124	1	1	75661584	75667137	+	Sobic.001G437050	
breeding_improved_vs_landrace	1	75650001	75675000	227.9859124	1	1	75666931	75675960	-	Sobic.001G437100	-
breeding_improved_vs_landrace	1	76560001	76600000	221.1585709	3	1	76544904	76565301	-	Sobic.001G447000	Maf-like protein
breeding_improved_vs_landrace	1	76560001	76600000	221.1585709	3	1	76569630	76577152	+	Sobic.001G447100	Poly (ADP-ribose) polymerase
breeding_improved_vs_landrace	1	76560001	76600000	221.1585709	3	1	76579796	76590240	+	Sobic.001G447200	Kinase that can phosphorylate various inositol polyphosphate such as Ins(3,4,5,6)P4 or Ins(1,3,4)P3
breeding_improved_vs_landrace	1	76560001	76600000	221.1585709	3	1	76586358	76596731	-	Sobic.001G447300	ABC transporter E family member 2
breeding_improved_vs_landrace	1	77555001	77580000	169.9277494	1	1	77550132	77578018	+	Sobic.001G457800	Activating signal cointegrator 1 complex subunit
breeding_improved_vs_landrace	1	77555001	77580000	169.9277494	1	1	77574542	77588686	-	Sobic.001G457900	Expressed protein
breeding_improved_vs_landrace	2	1810001	1855000	364.5711489	2	2	1813078	1819238	-	Sobic.002G019500	-
breeding_improved_vs_landrace	2	1810001	1855000	364.5711489	2	2	1820693	1827130	-	Sobic.002G019600	-
breeding_improved_vs_landrace	2	1810001	1855000	364.5711489	2	2	1824959	1831008	-	Sobic.002G019750	F-box domain
breeding_improved_vs_landrace	2	1810001	1855000	364.5711489	2	2	1831335	1836937	-	Sobic.002G019900	alpha/beta hydrolase fold
breeding_improved_vs_landrace	2	1810001	1855000	364.5711489	2	2	1841802	1849775	+	Sobic.002G020000	Protein of unknown function (DUF1298)
breeding_improved_vs_landrace	2	1810001	1855000	364.5711489	2	2	1849253	1858089	+	Sobic.002G020100	Belongs to the chalcone stilbene synthases family
breeding_improved_vs_landrace	2	1950001	1975000	185.797668	1	2	1946751	1953055	-	Sobic.002G020925	
breeding_improved_vs_landrace	2	1950001	1975000	185.797668	1	2	1952741	1959586	+	Sobic.002G021000	Protein PHLOEM PROTEIN 2-LIKE
breeding_improved_vs_landrace	2	1950001	1975000	185.797668	1	2	1958485	1962989	+	Sobic.002G021066	
breeding_improved_vs_landrace	2	1950001	1975000	185.797668	1	2	1959593	1964697	-	Sobic.002G021132	Phytosulfokine precursor protein (PSK)
breeding_improved_vs_landrace	2	1950001	1975000	185.797668	1	2	1961163	1971843	-	Sobic.002G021200	SNF2 family N-terminal domain
breeding_improved_vs_landrace	2	2090001	2170000	220.225632	3	2	2096143	2102560	+	Sobic.002G022900	Epidermal growth factor-like domain.
breeding_improved_vs_landrace	2	2090001	2170000	220.225632	3	2	2117903	2127138	+	Sobic.002G023000	Belongs to the protein kinase superfamily
breeding_improved_vs_landrace	2	2090001	2170000	220.225632	3	2	2122260	2129883	-	Sobic.002G023100	heat shock protein
breeding_improved_vs_landrace	2	2090001	2170000	220.225632	3	2	2136988	2141794	+	Sobic.002G023200	Belongs to the CRISP family
breeding_improved_vs_landrace	2	2090001	2170000	220.225632	3	2	2148949	2153790	+	Sobic.002G023300	Belongs to the CRISP family
breeding_improved_vs_landrace	2	2090001	2170000	220.225632	3	2	2151105	2158238	-	Sobic.002G023400	Protein of unknown function, DUF594
breeding_improved_vs_landrace	2	2090001	2170000	220.225632	3	2	2160062	2169333	-	Sobic.002G023500	Protein of unknown function, DUF594
breeding_improved_vs_landrace	2	2210001	2265000	203.7337728	2	2	2232833	2243341	+	Sobic.002G023900	sequence-specific DNA binding
breeding_improved_vs_landrace	2	2210001	2265000	203.7337728	2	2	2245004	2251570	-	Sobic.002G024000	Legume lectin domain
breeding_improved_vs_landrace	2	2210001	2265000	203.7337728	2	2	2252487	2259229	-	Sobic.002G024100	Legume lectin domain
breeding_improved_vs_landrace	2	2210001	2265000	203.7337728	2	2	2259746	2266760	-	Sobic.002G024200	Legume lectin domain
breeding_improved_vs_landrace	2	2210001	2265000	203.7337728	2	2	2263417	2272282	-	Sobic.002G024300	Legume lectin domain
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	2836164	2844247	+	Sobic.002G031000	helix loop helix domain
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	2846828	2859191	+	Sobic.002G031100	NB-ARC domain
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	2859018	2863705	+	Sobic.002G031200	-
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	2865259	2871167	-	Sobic.002G031301	
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	2869847	2878281	-	Sobic.002G031400	-
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	2875328	2886676	-	Sobic.002G031500	-
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	2899369	2905572	-	Sobic.002G031600	cadmium-induced protein
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	2901978	2909460	-	Sobic.002G031700	DEAD-like helicases superfamily
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	2924610	2931389	-	Sobic.002G031800	lipolytic acyl hydrolase (LAH)
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	2940484	2946523	+	Sobic.002G031900	Replication factor C subunit 1
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	2944314	2951028	+	Sobic.002G032000	
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	2961070	2968259	-	Sobic.002G032033	
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	2970466	2977198	+	Sobic.002G032066	
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	2983488	2990222	+	Sobic.002G032200	
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	2998369	3003841	-	Sobic.002G032400	A Receptor for Ubiquitination Targets
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	3000966	3013531	-	Sobic.002G032500	Leucine rich repeat N-terminal domain
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	3014653	3020370	+	Sobic.002G032700	Photosystem II 10 kDa polypeptide PsbR
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	3015361	3023817	-	Sobic.002G032800	Belongs to the protein kinase superfamily
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	3029603	3036547	-	Sobic.002G032900	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	3035072	3044870	+	Sobic.002G033000	GDSL-like Lipase/Acylhydrolase
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	3053474	3063124	+	Sobic.002G033100	GDSL-like Lipase/Acylhydrolase
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	3060938	3068543	+	Sobic.002G033200	BadF/BadG/BcrA/BcrD ATPase family
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	3063321	3075220	-	Sobic.002G033300	WPP domain-associated
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	3072636	3081295	-	Sobic.002G033400	Ferredoxin--NADP reductase
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	3078085	3090779	-	Sobic.002G033500	Cell differentiation family, Rcd1-like
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	3091907	3098289	+	Sobic.002G033600	A Receptor for Ubiquitination Targets
breeding_improved_vs_landrace	2	2835001	3110000	303.3825219	9	2	3104169	3124142	+	Sobic.002G033700	187-kDa microtubule-associated protein
breeding_improved_vs_landrace	2	3435001	3460000	151.980119	1	2	3434637	3439436	-	Sobic.002G036200	Protein of unknown function (DUF1639)
breeding_improved_vs_landrace	2	3435001	3460000	151.980119	1	2	3442998	3451072	-	Sobic.002G036300	Protein of unknown function (DUF1365)
breeding_improved_vs_landrace	2	3435001	3460000	151.980119	1	2	3446357	3454293	-	Sobic.002G036400	Kelch
breeding_improved_vs_landrace	2	4085001	4110000	143.8035062	1	2	4075728	4093832	+	Sobic.002G042500	Belongs to the class-I aminoacyl-tRNA synthetase family
breeding_improved_vs_landrace	2	4085001	4110000	143.8035062	1	2	4090251	4110317	-	Sobic.002G042600	Belongs to the peptidase C19 family
breeding_improved_vs_landrace	2	11775001	11800000	178.977441	1	2	11799078	11805320	+	Sobic.002G102200	Acetyltransferase (GNAT) domain
breeding_improved_vs_landrace	2	11875001	11900000	159.7711726	1	2	11872301	11877296	-	Sobic.002G102500	
breeding_improved_vs_landrace	2	13725001	13755000	198.4342201	2	2	13720008	13738609	+	Sobic.002G112100	Belongs to the DEAD box helicase family
breeding_improved_vs_landrace	2	13725001	13755000	198.4342201	2	2	13734644	13742200	-	Sobic.002G112300	PA domain
breeding_improved_vs_landrace	2	13725001	13755000	198.4342201	2	2	13752146	13761589	-	Sobic.002G112400	Pgr5-like
breeding_improved_vs_landrace	2	13905001	13930000	226.7342031	1	2	13922482	13928646	-	Sobic.002G113700	palmitoyl-(protein) hydrolase activity
breeding_improved_vs_landrace	2	13905001	13930000	226.7342031	1	2	13928258	13936220	-	Sobic.002G113800	Belongs to the spermidine spermine synthase family
breeding_improved_vs_landrace	2	16015001	16075000	264.0432442	2	2	16045178	16057603	+	Sobic.002G121300	Belongs to the peptidase S10 family
breeding_improved_vs_landrace	2	16295001	16320000	162.8311952	1	2	16310551	16316498	-	Sobic.002G122300	-
breeding_improved_vs_landrace	2	16450001	16475000	145.4890452	1	2	16439490	16450548	-	Sobic.002G122366	-
breeding_improved_vs_landrace	2	16450001	16475000	145.4890452	1	2	16462550	16468790	+	Sobic.002G122400	Glycolipid transfer protein (GLTP)
breeding_improved_vs_landrace	2	16450001	16475000	145.4890452	1	2	16467533	16473617	+	Sobic.002G122500	P21-Rho-binding domain
breeding_improved_vs_landrace	2	16450001	16475000	145.4890452	1	2	16470697	16479830	-	Sobic.002G122600	Prokaryotic RING finger family 4
breeding_improved_vs_landrace	2	16765001	16790000	178.7057587	1	2	16786136	16794202	+	Sobic.002G124200	LRR-repeat protein
breeding_improved_vs_landrace	2	23165001	23190000	182.4782687	1	2	23159392	23165758	+	Sobic.002G141450	Transcription factor
breeding_improved_vs_landrace	2	47875001	47900000	147.122761	1	2	47875260	47883930	-	Sobic.002G154900	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	2	48065001	48095000	236.7234318	2	2	48088530	48108061	+	Sobic.002G155100	Homoserine dehydrogenase
breeding_improved_vs_landrace	2	48175001	48200000	169.5976722	1	2	48191050	48199952	+	Sobic.002G155400	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
breeding_improved_vs_landrace	2	48175001	48200000	169.5976722	1	2	48198531	48206543	-	Sobic.002G155500	Belongs to the ubiquitin-conjugating enzyme family
breeding_improved_vs_landrace	2	48320001	48345000	142.2948477	1	2	48311593	48326858	-	Sobic.002G156000	Sodium hydrogen exchanger
breeding_improved_vs_landrace	2	52570001	52600000	273.763533	2	2	52584252	52589688	+	Sobic.002G165080	MULE transposase domain
breeding_improved_vs_landrace	2	52570001	52600000	273.763533	2	2	52594235	52604706	-	Sobic.002G165140	PAP2 superfamily
breeding_improved_vs_landrace	2	52680001	52715000	245.9681771	2	2	52708390	52712920	+	Sobic.002G165500	-
breeding_improved_vs_landrace	2	52680001	52715000	245.9681771	2	2	52709784	52715191	-	Sobic.002G165600	DNA-binding domain in plant proteins such as APETALA2 and EREBPs
breeding_improved_vs_landrace	2	52855001	52880000	176.8989776	1	2	52846128	52863846	+	Sobic.002G165916	-
breeding_improved_vs_landrace	2	53105001	53130000	194.5634667	1	2	53102683	53108573	+	Sobic.002G166600	Cyclin
breeding_improved_vs_landrace	2	53105001	53130000	194.5634667	1	2	53113022	53118990	+	Sobic.002G166700	Cyclin
breeding_improved_vs_landrace	2	53660001	53985000	410.381864	14	2	53655004	53664328	-	Sobic.002G168000	-
breeding_improved_vs_landrace	2	53660001	53985000	410.381864	14	2	53679569	53688276	-	Sobic.002G168100	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily
breeding_improved_vs_landrace	2	53660001	53985000	410.381864	14	2	53688772	53721679	-	Sobic.002G168201	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily
breeding_improved_vs_landrace	2	53660001	53985000	410.381864	14	2	53792984	53805858	-	Sobic.002G168300	DNA binding domain
breeding_improved_vs_landrace	2	53660001	53985000	410.381864	14	2	53828788	53837986	-	Sobic.002G168400	DNA binding domain
breeding_improved_vs_landrace	2	53660001	53985000	410.381864	14	2	53859493	53867303	+	Sobic.002G168500	NB-ARC domain
breeding_improved_vs_landrace	2	54205001	54230000	189.5203914	1	2	54224291	54240782	-	Sobic.002G168700	Retinal pigment epithelial membrane protein
breeding_improved_vs_landrace	2	55445001	55470000	139.2694195	1	2	55463816	55470059	+	Sobic.002G171001	ligase activity
breeding_improved_vs_landrace	2	56270001	56295000	282.4441221	1	2	56275248	56288710	-	Sobic.002G174000	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily
breeding_improved_vs_landrace	2	56340001	56450000	302.9012274	4	2	56383256	56389254	+	Sobic.002G174200	DNA binding domain
breeding_improved_vs_landrace	2	56340001	56450000	302.9012274	4	2	56440440	56446810	+	Sobic.002G174300	WRKY transcription factor
breeding_improved_vs_landrace	2	56340001	56450000	302.9012274	4	2	56443272	56451478	-	Sobic.002G174400	Belongs to the cytochrome b5 family
breeding_improved_vs_landrace	2	56650001	56675000	177.2190499	1	2	56644683	56652191	+	Sobic.002G175400	Fatty acid desaturase
breeding_improved_vs_landrace	2	56650001	56675000	177.2190499	1	2	56652196	56660018	+	Sobic.002G175500	Belongs to the peptidase S10 family
breeding_improved_vs_landrace	2	56650001	56675000	177.2190499	1	2	56658579	56663678	-	Sobic.002G175550	Lectin-domain containing receptor kinase
breeding_improved_vs_landrace	2	58855001	58895000	258.0619849	2	2	58855779	58864246	+	Sobic.002G189700	Permease family
breeding_improved_vs_landrace	2	58855001	58895000	258.0619849	2	2	58861939	58867418	-	Sobic.002G189800	RING-H2 zinc finger domain
breeding_improved_vs_landrace	2	58855001	58895000	258.0619849	2	2	58877026	58882383	+	Sobic.002G189900	Domain of unknown function (DUF4228)
breeding_improved_vs_landrace	2	63395001	63420000	155.2136969	1	2	63409800	63417621	+	Sobic.002G229800	Protein of unknown function, DUF617
breeding_improved_vs_landrace	2	63395001	63420000	155.2136969	1	2	63419420	63426363	+	Sobic.002G229900	DNA binding domain with preference for A/T rich regions
breeding_improved_vs_landrace	2	66045001	66095000	171.0420614	2	2	66040624	66048577	-	Sobic.002G262400	Solute carrier family 35
breeding_improved_vs_landrace	2	66045001	66095000	171.0420614	2	2	66045529	66055788	-	Sobic.002G262500	Phosphatidylethanolamine-binding protein
breeding_improved_vs_landrace	2	66045001	66095000	171.0420614	2	2	66057894	66066686	+	Sobic.002G262600	Belongs to the protein kinase superfamily. Tyr protein kinase family
breeding_improved_vs_landrace	2	66045001	66095000	171.0420614	2	2	66064812	66072430	+	Sobic.002G262700	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
breeding_improved_vs_landrace	2	66045001	66095000	171.0420614	2	2	66069030	66078103	+	Sobic.002G262800	FAD dependent oxidoreductase
breeding_improved_vs_landrace	2	66045001	66095000	171.0420614	2	2	66078536	66091456	+	Sobic.002G262900	Protein farnesyltransferase geranylgeranyltransferase type-1 subunit alpha
breeding_improved_vs_landrace	2	66045001	66095000	171.0420614	2	2	66090119	66100475	+	Sobic.002G263000	isoform X1
breeding_improved_vs_landrace	2	71360001	71400000	215.0501207	2	2	71371752	71376253	-	Sobic.002G331900	-
breeding_improved_vs_landrace	2	71360001	71400000	215.0501207	2	2	71375280	71380060	-	Sobic.002G332000	-
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71714276	71720637	-	Sobic.002G336000	PB1 domain
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71724504	71731974	-	Sobic.002G336100	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71728334	71737104	-	Sobic.002G336200	Nucleoside transporter
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71735727	71741741	+	Sobic.002G336400	FBD
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71739205	71747987	+	Sobic.002G336500	FBD
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71743529	71751596	-	Sobic.002G336600	Nucleoside transporter
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71752890	71757951	-	Sobic.002G336700	Nucleoside transporter
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71756277	71761499	-	Sobic.002G336750	Nucleoside transporter
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71758807	71765094	-	Sobic.002G336800	Pentatricopeptide repeat domain
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71764069	71768700	-	Sobic.002G336900	-
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71770806	71777153	-	Sobic.002G337100	Nucleoside transporter
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71777881	71787109	+	Sobic.002G337300	WRC
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71782104	71789557	-	Sobic.002G337400	transferase activity, transferring hexosyl groups
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71790088	71796233	-	Sobic.002G337500	transferase activity, transferring hexosyl groups
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71795888	71802450	-	Sobic.002G337600	gpi-anchored protein
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71807234	71812034	+	Sobic.002G337650	
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71807741	71818428	-	Sobic.002G337700	ABC1 family
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71828955	71834987	-	Sobic.002G337800	SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71846272	71855742	-	Sobic.002G337901	Inositol monophosphatase family
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71862005	71867680	-	Sobic.002G338000	The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71864305	71872963	-	Sobic.002G338100	Thylakoid formation protein
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71873290	71882239	+	Sobic.002G338200	MSP (Major sperm protein) domain
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71880540	71885229	+	Sobic.002G338250	-
breeding_improved_vs_landrace	2	71710001	72145000	551.9541473	34	2	71891237	71896213	+	Sobic.002G338300	Wound-induced protein
